geoid,Type_1.19
36005002000,LI - At Risk of Gentrification
36005002300,LI - At Risk of Gentrification
36005002400,Missing Data
36005002500,LI - Ongoing Displacement of Low-Income Households
36005002701,LI - Ongoing Gentrification
36005002702,LI - At Risk of Gentrification
36005002800,LI - Ongoing Displacement of Low-Income Households
36005003100,LI - Ongoing Gentrification
36005003300,LI - At Risk of Gentrification
36005003500,LI - At Risk of Gentrification
36005003700,Missing Data
36005003800,LI - At Risk of Gentrification
36005003900,LI - Ongoing Displacement of Low-Income Households
36005004001,LI - Ongoing Displacement of Low-Income Households
36005004100,LI - At Risk of Gentrification
36005004200,LI - At Risk of Gentrification
36005004300,LI - Ongoing Gentrification
36005004400,LI - At Risk of Gentrification
36005004600,LI - Ongoing Displacement of Low-Income Households
36005004800,LI - Ongoing Displacement of Low-Income Households
36005005001,LI - Ongoing Displacement of Low-Income Households
36005005002,LI - Ongoing Displacement of Low-Income Households
36005005100,LI - Ongoing Displacement of Low-Income Households
36005005200,LI - At Risk of Gentrification
36005005300,LI - At Risk of Gentrification
36005005400,LI - Ongoing Displacement of Low-Income Households
36005005600,LI - Ongoing Displacement of Low-Income Households
36005005902,LI - At Risk of Gentrification
36005006000,LI - Ongoing Displacement of Low-Income Households
36005006100,LI - Ongoing Displacement of Low-Income Households
36005006200,LI - Ongoing Displacement of Low-Income Households
36005006300,LI - Ongoing Displacement of Low-Income Households
36005006400,LI - Not Losing Low-Income Households
36005006500,LI - At Risk of Gentrification
36005006700,LI - At Risk of Gentrification
36005006800,LI - Ongoing Displacement of Low-Income Households
36005006900,LI - Ongoing Gentrification
36005007000,LI - Not Losing Low-Income Households
36005007100,LI - Ongoing Gentrification
36005007200,LI - Not Losing Low-Income Households
36005007300,LI - At Risk of Gentrification
36005007400,LI - Not Losing Low-Income Households
36005007500,LI - Ongoing Gentrification
36005007600,LI - Ongoing Displacement of Low-Income Households
36005007700,LI - Not Losing Low-Income Households
36005007800,LI - Not Losing Low-Income Households
36005007900,LI - Ongoing Gentrification
36005008300,LI - Ongoing Gentrification
36005008400,MHI - Advanced Gentrification
36005008500,LI - Ongoing Gentrification
36005008600,LI - Ongoing Displacement of Low-Income Households
36005008700,LI - Ongoing Gentrification
36005008900,LI - Ongoing Displacement of Low-Income Households
36005009000,LI - Ongoing Displacement of Low-Income Households
36005009200,LI - Not Losing Low-Income Households
36005009300,LI - Ongoing Gentrification
36005009600,LI - Not Losing Low-Income Households
36005009800,LI - Ongoing Displacement of Low-Income Households
36005011000,Missing Data
36005011502,LI - Ongoing Gentrification
36005011700,LI - Ongoing Gentrification
36005011800,MHI - Stable or Early Stage of Exclusion
36005011900,LI - At Risk of Gentrification
36005012101,LI - Ongoing Gentrification
36005012102,LI - At Risk of Gentrification
36005012300,LI - Ongoing Gentrification
36005012500,LI - Not Losing Low-Income Households
36005012701,LI - At Risk of Gentrification
36005012901,LI - Ongoing Gentrification
36005013000,MHI - Stable or Early Stage of Exclusion
36005013100,LI - Ongoing Gentrification
36005013200,MHI - Ongoing Exclusion
36005013300,LI - At Risk of Gentrification
36005013500,LI - Ongoing Gentrification
36005013800,MHI - Stable or Early Stage of Exclusion
36005014100,LI - Ongoing Gentrification
36005014300,LI - At Risk of Gentrification
36005014400,LI - At Risk of Gentrification
36005014500,LI - At Risk of Gentrification
36005014701,LI - At Risk of Gentrification
36005014702,LI - Ongoing Displacement of Low-Income Households
36005014900,LI - Ongoing Gentrification
36005015100,LI - Ongoing Gentrification
36005015200,MHI - Stable or Early Stage of Exclusion
36005015300,LI - Not Losing Low-Income Households
36005015500,LI - Ongoing Gentrification
36005015700,LI - Ongoing Gentrification
36005015800,MHI - Stable or Early Stage of Exclusion
36005015900,LI - At Risk of Gentrification
36005016000,MHI - Stable or Early Stage of Exclusion
36005016100,LI - Ongoing Gentrification
36005016200,MHI - Stable or Early Stage of Exclusion
36005016300,Missing Data
36005016400,MHI - Stable or Early Stage of Exclusion
36005016500,LI - Ongoing Gentrification
36005016600,MHI - Stable or Early Stage of Exclusion
36005016700,LI - Ongoing Gentrification
36005016900,LI - Ongoing Displacement of Low-Income Households
36005017100,Missing Data
36005017300,LI - At Risk of Gentrification
36005017500,LI - Ongoing Displacement of Low-Income Households
36005017701,LI - Ongoing Displacement of Low-Income Households
36005017702,LI - Not Losing Low-Income Households
36005017901,LI - Not Losing Low-Income Households
36005017902,LI - At Risk of Gentrification
36005018101,LI - Not Losing Low-Income Households
36005018102,LI - Ongoing Displacement of Low-Income Households
36005018301,LI - At Risk of Gentrification
36005018302,LI - Ongoing Displacement of Low-Income Households
36005018400,MHI - Stable or Early Stage of Exclusion
36005018500,LI - Ongoing Gentrification
36005018900,LI - At Risk of Gentrification
36005019300,LI - Ongoing Gentrification
36005019400,LI - Not Losing Low-Income Households
36005019500,LI - At Risk of Gentrification
36005019700,LI - Ongoing Gentrification
36005019900,LI - Ongoing Gentrification
36005020000,LI - Ongoing Displacement of Low-Income Households
36005020100,LI - Ongoing Gentrification
36005020200,LI - Not Losing Low-Income Households
36005020400,LI - Ongoing Displacement of Low-Income Households
36005020501,LI - At Risk of Gentrification
36005020502,LI - Ongoing Displacement of Low-Income Households
36005020601,LI - Not Losing Low-Income Households
36005020900,LI - Ongoing Displacement of Low-Income Households
36005021001,LI - Ongoing Displacement of Low-Income Households
36005021002,LI - Ongoing Displacement of Low-Income Households
36005021100,LI - Ongoing Gentrification
36005021200,LI - Ongoing Displacement of Low-Income Households
36005021301,LI - Ongoing Displacement of Low-Income Households
36005021302,LI - Ongoing Gentrification
36005021501,LI - Ongoing Gentrification
36005021502,LI - Ongoing Gentrification
36005021601,LI - Ongoing Gentrification
36005021602,LI - Ongoing Gentrification
36005021700,LI - Ongoing Gentrification
36005021800,LI - Not Losing Low-Income Households
36005021900,LI - Ongoing Displacement of Low-Income Households
36005022000,LI - Ongoing Displacement of Low-Income Households
36005022101,LI - At Risk of Gentrification
36005022102,LI - Not Losing Low-Income Households
36005022200,LI - At Risk of Gentrification
36005022300,LI - At Risk of Gentrification
36005022401,LI - Ongoing Displacement of Low-Income Households
36005022403,LI - Ongoing Gentrification
36005022404,LI - Ongoing Gentrification
36005022500,LI - At Risk of Gentrification
36005022701,LI - At Risk of Gentrification
36005022702,LI - Ongoing Displacement of Low-Income Households
36005022703,LI - Not Losing Low-Income Households
36005022800,LI - Ongoing Gentrification
36005022901,LI - At Risk of Gentrification
36005022902,LI - Ongoing Gentrification
36005023000,LI - Ongoing Displacement of Low-Income Households
36005023100,LI - Ongoing Displacement of Low-Income Households
36005023200,LI - Ongoing Gentrification
36005023301,LI - Ongoing Gentrification
36005023302,LI - Ongoing Gentrification
36005023501,LI - Ongoing Gentrification
36005023502,LI - At Risk of Gentrification
36005023600,LI - Not Losing Low-Income Households
36005023702,LI - Ongoing Gentrification
36005023703,LI - Ongoing Gentrification
36005023704,LI - Ongoing Gentrification
36005023800,LI - Not Losing Low-Income Households
36005023900,LI - Ongoing Gentrification
36005024000,LI - Not Losing Low-Income Households
36005024100,LI - Ongoing Gentrification
36005024300,LI - Ongoing Gentrification
36005024400,LI - Ongoing Displacement of Low-Income Households
36005024501,LI - Ongoing Gentrification
36005024502,LI - Ongoing Gentrification
36005024600,MHI - Stable or Early Stage of Exclusion
36005024700,LI - At Risk of Gentrification
36005024800,MHI - Stable or Early Stage of Exclusion
36005024900,Missing Data
36005025000,MHI - Stable or Early Stage of Exclusion
36005025100,LI - Ongoing Gentrification
36005025200,MHI - Stable or Early Stage of Exclusion
36005025300,LI - Ongoing Gentrification
36005025400,LI - Ongoing Displacement of Low-Income Households
36005025500,LI - At Risk of Gentrification
36005025600,LI - Ongoing Displacement of Low-Income Households
36005025700,LI - Ongoing Gentrification
36005026100,MHI - Stable or Early Stage of Exclusion
36005026300,LI - Ongoing Gentrification
36005026400,MHI - Stable or Early Stage of Exclusion
36005026500,LI - Not Losing Low-Income Households
36005026601,MHI - Stable or Early Stage of Exclusion
36005026602,LI - Not Losing Low-Income Households
36005026701,LI - At Risk of Gentrification
36005026702,LI - Ongoing Displacement of Low-Income Households
36005026900,LI - Ongoing Gentrification
36005027300,LI - Ongoing Gentrification
36005027401,MHI - Ongoing Exclusion
36005027402,MHI - Stable or Early Stage of Exclusion
36005027600,Missing Data
36005027700,LI - Ongoing Displacement of Low-Income Households
36005027900,MHI - Advanced Exclusion
36005028100,MHI - Advanced Exclusion
36005028300,LI - At Risk of Gentrification
36005028400,MHI - Stable or Early Stage of Exclusion
36005028500,MHI - Stable or Early Stage of Exclusion
36005028600,MHI - Advanced Exclusion
36005028700,LI - Ongoing Displacement of Low-Income Households
36005028800,MHI - Ongoing Exclusion
36005028900,LI - Ongoing Displacement of Low-Income Households
36005029301,MHI - Ongoing Exclusion
36005029302,MHI - Stable or Early Stage of Exclusion
36005029500,MHI - Stable or Early Stage of Exclusion
36005029600,LI - Ongoing Displacement of Low-Income Households
36005029700,MHI - Ongoing Exclusion
36005030000,MHI - Advanced Exclusion
36005030100,MHI - Stable or Early Stage of Exclusion
36005030200,LI - Ongoing Displacement of Low-Income Households
36005030701,MHI - Stable or Early Stage of Exclusion
36005030900,MHI - Ongoing Exclusion
36005031000,MHI - Stable or Early Stage of Exclusion
36005031200,MHI - Ongoing Exclusion
36005031400,MHI - Stable or Early Stage of Exclusion
36005031600,MHI - Stable or Early Stage of Exclusion
36005031800,MHI - Stable or Early Stage of Exclusion
36005031900,MHI - Stable or Early Stage of Exclusion
36005032300,MHI - Ongoing Exclusion
36005032400,LI - Ongoing Displacement of Low-Income Households
36005032600,MHI - Ongoing Exclusion
36005032800,LI - At Risk of Gentrification
36005033000,LI - At Risk of Gentrification
36005033201,LI - At Risk of Gentrification
36005033202,LI - Ongoing Displacement of Low-Income Households
36005033400,LI - At Risk of Gentrification
36005033500,MHI - Ongoing Exclusion
36005033600,LI - At Risk of Gentrification
36005033700,MHI - Ongoing Exclusion
36005033800,LI - Ongoing Displacement of Low-Income Households
36005034000,LI - Not Losing Low-Income Households
36005034200,LI - Ongoing Displacement of Low-Income Households
36005034300,MHI - Stable or Early Stage of Exclusion
36005034400,MHI - Stable or Early Stage of Exclusion
36005034500,MHI - Stable or Early Stage of Exclusion
36005034800,LI - At Risk of Gentrification
36005035000,LI - Not Losing Low-Income Households
36005035100,MHI - Stable or Early Stage of Exclusion
36005035600,MHI - Stable or Early Stage of Exclusion
36005035800,MHI - Stable or Early Stage of Exclusion
36005035900,LI - At Risk of Gentrification
36005036000,MHI - Ongoing Exclusion
36005036100,LI - At Risk of Gentrification
36005036300,LI - Ongoing Gentrification
36005036400,MHI - Stable or Early Stage of Exclusion
36005036501,LI - At Risk of Gentrification
36005036502,LI - Ongoing Gentrification
36005036700,LI - Not Losing Low-Income Households
36005036800,LI - Not Losing Low-Income Households
36005036901,LI - At Risk of Gentrification
36005036902,LI - Ongoing Gentrification
36005037000,LI - Not Losing Low-Income Households
36005037100,LI - Ongoing Displacement of Low-Income Households
36005037200,LI - Ongoing Displacement of Low-Income Households
36005037300,LI - Ongoing Gentrification
36005037400,LI - At Risk of Gentrification
36005037504,LI - At Risk of Gentrification
36005037600,LI - Ongoing Gentrification
36005037800,LI - Ongoing Displacement of Low-Income Households
36005037900,LI - Ongoing Gentrification
36005038000,LI - At Risk of Gentrification
36005038100,LI - Ongoing Gentrification
36005038200,LI - Not Losing Low-Income Households
36005038301,LI - Ongoing Displacement of Low-Income Households
36005038302,LI - At Risk of Gentrification
36005038500,LI - At Risk of Gentrification
36005038600,LI - Ongoing Gentrification
36005038700,LI - Not Losing Low-Income Households
36005038800,MHI - Advanced Gentrification
36005038900,LI - Ongoing Gentrification
36005039000,LI - Not Losing Low-Income Households
36005039100,LI - Ongoing Gentrification
36005039200,LI - Not Losing Low-Income Households
36005039300,LI - At Risk of Gentrification
36005039400,LI - Not Losing Low-Income Households
36005039500,LI - Ongoing Gentrification
36005039600,LI - Ongoing Gentrification
36005039700,LI - Ongoing Displacement of Low-Income Households
36005039800,MHI - Stable or Early Stage of Exclusion
36005039901,LI - Ongoing Displacement of Low-Income Households
36005039902,LI - Ongoing Displacement of Low-Income Households
36005040100,LI - At Risk of Gentrification
36005040302,LI - At Risk of Gentrification
36005040303,LI - Ongoing Gentrification
36005040304,LI - Ongoing Gentrification
36005040400,LI - Ongoing Displacement of Low-Income Households
36005040501,LI - Ongoing Displacement of Low-Income Households
36005040502,LI - Not Losing Low-Income Households
36005040600,LI - Ongoing Displacement of Low-Income Households
36005040701,LI - Ongoing Displacement of Low-Income Households
